"Surface Pressure: Direction [1,0,0] (m)","Surface Pressure: Total Pressure (Pa)"
0.2081817905643265,950.2906157807755
0.210781725900229,952.613830919004
0.21321443149446173,943.1432128531821
0.21486715033485893,921.3704462527451
0.21583769734872532,901.7884371227972
0.21653244877763225,883.8125450898323
0.21697287218432465,874.3938647001095
0.21727926760615515,873.5407533345776
0.21747987167932964,864.5522289929908
0.21769102350181263,850.2067243583102
0.21811158688298596,729.5860864198861
0.21786124530826012,821.6196008384862
0.21795830583644296,797.6386947719405
0.21808345712588292,760.1405767362778
0.21813090105482386,711.5778579684549
0.19722182432742286,-1988.607069172686
0.21814608863690188,664.5836873751072
0.21803541809805227,772.9277609396233
0.1995001972827659,-1881.9508324118137
0.21816225042593373,571.4050090940157
0.2016149972608005,-1925.9926519686808
0.21817549641367928,449.47826190305466
0.20361630765375816,-1768.7438392584636
0.2181880696516464,327.75381200423374
0.21820354692786814,235.4688555030419
0.20554585450097068,-1653.0225903126798
0.218217789043193,237.03570743940844
0.20763295918369012,-1448.3520222672773
0.21823246647140973,225.62912539709387
0.21824659711752187,200.33807940170013
0.21825752642157714,149.59462473268727
0.20989001159401371,-1166.5080675189438
0.21825623702523841,176.01651391769485
0.21825194697679046,145.218871105774
0.21823440414512288,113.41305731015582
0.2117811123279038,-940.4372490925839
0.21824336799301686,142.4377991585689
0.21819572572043316,70.68408114599121
0.21329446648348444,-824.3782492706481
0.21809371118545337,-1.1449861750747152
0.21467906635636408,-639.5132599724645
0.21783986071341865,-75.46510725936761
0.21594951815784552,-433.505072354623
0.21683917652457968,-280.81612575687404
0.21738763791735286,-177.0702673825763
0.205478608490131,958.8175705744994
0.20250237792018458,957.0991554347927
0.1993121575567793,949.7249073060041
0.19570831680138728,946.553713508846
0.1918197686466967,937.5145469563959
0.18915893453706548,936.844858026868
0.18811277034204427,939.3086012344088
0.18338122660181938,1092.5583296879602
0.18341302820126407,1085.473519354946
0.1834222890278093,1082.1888276988282
0.18441478920684604,1030.4390968542202
0.1863654820943487,962.5849105121425
0.18727400932791263,948.2788351398066
0.18410129414111417,1051.3350828007442
0.18328306535916372,1104.078502761282
0.18333189348416376,1101.7307207176955
0.1834320846941141,1075.465309042376
0.1848863941861034,1008.3358339219402
0.18561066624357608,981.4144624675324
0.18381276830250515,1071.0598238971745
0.18318229315524598,1077.8387468939684
0.183236890998833,1098.8660893580075
0.183607388285314,1083.066800494582
0.18344687821588643,1068.6231477006922
0.1834998247435251,423.387941768127
0.18348974085537173,1054.2015263509043
0.18351915064251034,1057.1972773981556
0.18346968299541133,1061.9275982225427
0.18316168492155702,701.1528612613871
0.18313369050735906,776.481807948702
0.18311866672454427,875.3961636018204
0.18313243154310432,985.0629074747682
0.18346830929545255,346.4495474433837
0.1833573258103643,372.72529055479123
0.18322424214526256,630.812634956986
0.18351740054544335,424.4628551532595
0.186294617738094,-2431.3899074982087
0.18350443633754143,1052.2490517934134
0.18355063897871043,430.3370051935057
0.18840703745604043,-2560.752349118129
0.1930381075521415,-593.8819858481576
0.1835926491682018,413.4023362615731
0.19287952778377207,-362.78179996539114
0.18951933344887845,-2490.166880223686
0.19313602446876732,-816.5067219710963
0.19308693567714152,-667.5711789737351
0.19299119079066887,-497.0826880838247
0.18363401422348175,424.86719947816636
0.1926843926223022,-108.40069198737869
0.19255492288141074,-58.61339966741607
0.18380219787669794,163.46713473041635
0.19320626844968378,-923.0629950195906
0.19315278709881145,-1117.4175616552982
0.1931015684405829,-1129.0946720739128
0.19057279401769078,-2429.919679986503
0.19322779353927666,-695.3631229203386
0.19318697713573363,-831.1073638058756
0.18369098207405055,266.75684525173233
0.1836602028749043,364.7186588854943
0.19250270569173955,-24.37999378407222
0.18402128587189748,80.87199526047756
0.19309558689334125,-1089.2786343420094
0.19311430796069928,-1137.2885030870912
0.19324220482633836,-917.8964716509347
0.19324311245183434,-883.6319041666252
0.19150452598311982,-2113.9886774655033
0.19242992484453786,-1565.3537163643666
0.1926193424241086,-1434.9819738760752
0.19308448932245753,-1078.7233646871218
0.1907344643086859,372.6486050560837
0.19242080766232414,-40.00799271682126
0.19229224794291105,20.188693696516406
0.19135611381754264,301.4545810780574
0.19193433112491992,178.90108935120338
0.18448626792013445,-35.35461501497203
0.19213479455344729,-1765.5658326557557
0.19280353651725735,-1298.9088630837707
0.19295980115404815,-1169.7253280946315
0.19307007313671876,-1046.013451386273
0.19305897039237202,-1053.9699562495705
0.1930295339531169,-1083.9888157726814
0.19011909550986766,447.81831148625315
0.18507747692221066,-227.5812842081501
0.19304337588506593,-1072.512618225263
0.18915049030242037,509.94319838180826
0.17746597098208997,793.6815292670964
0.1859394759923057,-430.64338174750606
0.1878470059766743,593.4403852502122
0.18024945597312445,755.3739659823888
0.18718851208591036,-667.0266951160745
0.18581032682949972,657.1896151186609
0.1830188860509186,715.9214680011131
0.18848825838246921,-931.4066493853146
0.19468562476883933,-1844.8514273906599
0.18981391503266667,-1144.8321589601271
0.1926017519110495,-1443.2496670789226
0.19118878905439896,-1368.9385211796991
0.07636451966209656,-2579.319892463937
0.07911659346901549,-2753.645566621894
0.08208308787379567,-2784.279194700273
0.08490095352762989,-2925.37277994108
0.08682833628054865,-2951.9862598837494
0.08818413271135189,-3047.9460184898558
0.09018931879526068,-3044.710110647617
0.0926936741409741,-2920.471254836769
0.09516255058621302,-3053.9609883465
0.09776309201567113,-2942.975356558417
0.10049004462627811,-2858.3451461570617
0.10321850835252862,-2858.228360662867
0.10597143770067227,-2833.6654779305486
0.10871070825311234,-2896.9396777974503
0.11145315392340482,-2850.881635084256
0.11419826569878626,-2939.325023164147
0.11694603704658182,-2855.4126151068217
0.11970139850079553,-2889.5147088835415
0.12246585795361643,-2826.1796872708123
0.12525475645588632,-2821.1766832239437
0.12803618353691493,-2766.683136918262
0.13080930900853038,-2739.403258194451
0.13359447806894084,-2734.8331444748583
0.13639775221774886,-2656.9928983497657
0.1392473574644404,-2640.598653658067
0.14214600757811083,-2560.8149387956464
0.14501467815788527,-2568.741803085278
0.14786484708936457,-2501.4122057731765
0.15075259882450703,-2504.877737338973
0.15366841413967003,-2460.8670407147615
0.1564864150761101,-2479.970770649292
0.15929649902436777,-2458.4275654263492
0.16228081756051754,-2461.4898626557906
0.16775025167250585,-2432.440196411817
0.16525780840055382,-2437.9343457181603
0.16938744541478012,-2440.7871858508083
0.17111867816878185,-2392.203525902147
0.17283438367580262,-2392.1515215553404
0.17450237031582033,-2409.423512706993
0.17625044983666333,-2387.8101639204187
0.17787256697054807,-2351.92138707691
0.1797214246137532,-2332.3417910748976
0.18130433205197533,-2384.6237785552116
0.1833673434069748,-2394.2939143960066
0.1745560889835787,827.5074225770971
0.17147529491883673,853.3672885945
0.16824245507854474,866.0355084290937
0.1649526281508547,883.4682555433412
0.1613399881167718,885.3700117026111
0.15744593064739515,888.7501978530244
0.15365673922285883,886.8943109692215
0.1499302220569736,884.2915526392185
0.14624627022931413,884.174159878087
0.14260704601702084,878.0440985290275
0.139002202304759,876.6733074989655
0.13542118498622274,868.7632389508268
0.1318657514297873,863.8844757973848
0.12833150687108316,855.3983900692791
0.12481884116619624,848.010079955745
0.12128004707833022,840.4487751832335
0.1177944142842158,830.6214386645241
0.11441024482148994,824.2448280284087
0.11093523581673448,809.6024052022447
0.10740036046248712,798.4331669652835
0.10391975097996098,778.8472162296605
0.10054255801184103,763.0866247450778
0.09743848567184085,740.6740773051057
0.09450893164225875,721.6495490348002
0.07465660398093288,-2418.634823926192
0.09163695614291327,696.5021624970219
0.07346451109002312,-2319.808965001989
0.08890021337624165,667.9626171813179
0.07168114649918578,-2165.5599637746814
0.08624584690245282,641.0802690618431
0.06976854889287065,-1848.9359627250835
0.08362789443074603,616.800204204754
0.06582576711645667,950.8694924923157
0.06572759196091801,982.2773756043663
0.06630509173738754,855.6456152640453
0.06592132970000567,898.2833090460547
0.06601939070854898,895.9134965106989
0.06562397894221506,1038.2391583163683
0.06737185062781756,-1375.6109227136226
0.06776679736103819,-1375.6109227136226
0.06850497984087088,-1375.6109227136226
0.0810420477958324,592.21128917404
0.06627948017697938,860.410569886839
0.06633671169098444,857.9705012527638
0.06616796874999997,875.5092176983713
0.06552566230679226,1094.6017265326864
0.06536370244433579,1097.5096251031837
0.06530487957838671,1070.7986663144095
0.06701743623225495,-1030.305807666257
0.07838764283085006,578.9971651958537
0.06639630133826528,861.7786258079559
0.06544827403411949,1107.0699605925174
0.06528463880202798,1061.393041419319
0.06510244520262524,837.726148764722
0.0650832857882078,834.8541953239685
0.0664231972072278,-738.9761731518811
0.07570456865016874,554.6472061310935
0.06966719921268853,652.344317193395
0.06647575566682645,858.9700958801086
0.0665964805646314,853.0783340929765
0.07107355667389949,615.726930964998
0.06525844069370632,1040.4173241054282
0.06511323179115414,862.5319796985335
0.06521654080908654,1015.3502762152874
0.06509235293454346,840.5402315678281
0.06507478250423177,806.6006067014871
0.06506552676242416,525.8366729953474
0.06551998428087585,-68.26840161939741
0.06593577825069948,-406.67573495956333
0.07310490013711257,567.024277745198
0.06829810263649372,715.0267098712658
0.06713067127082675,798.1979033415217
0.06513015727939389,915.1491016950812
0.0651646606714048,955.764000792293
0.06506192760424728,779.3502835586463
0.06504981742550242,727.3738167385045
0.06504513762670855,658.254286637443
0.06525434882127777,166.1323692507155
0.06513578256514052,330.8796386472469
